TR102218_c3_g3_i1	sp-Q95334-AMPE_PIG	sp-Q95334-AMPE_PIG Glutamyl aminopeptidase OS=Sus scrofa GN=ENPEP PE=1 SV=1
TR80652_c0_g1_i2	sp-Q93442-MED13_CAEEL	sp-Q93442-MED13_CAEEL Mediator of RNA polymerase II transcription subunit 13 OS=Caenorhabditis elegans GN=let-19 PE=1 SV=3
TR80652_c0_g1_i2	sp-Q93442-MED13_CAEEL	sp-Q93442-MED13_CAEEL Mediator of RNA polymerase II transcription subunit 13 OS=Caenorhabditis elegans GN=let-19 PE=1 SV=3
TR80652_c0_g1_i2	sp-Q93442-MED13_CAEEL	sp-Q93442-MED13_CAEEL Mediator of RNA polymerase II transcription subunit 13 OS=Caenorhabditis elegans GN=let-19 PE=1 SV=3
TR80652_c0_g1_i2	sp-Q93442-MED13_CAEEL	sp-Q93442-MED13_CAEEL Mediator of RNA polymerase II transcription subunit 13 OS=Caenorhabditis elegans GN=let-19 PE=1 SV=3
TR80652_c0_g1_i2	sp-Q54S20-MED13_DICDI	sp-Q54S20-MED13_DICDI Mediator of RNA polymerase II transcription subunit 13 OS=Dictyostelium discoideum GN=amiB PE=2 SV=1
TR80652_c0_g1_i2	sp-F4I096-MED13_ARATH	sp-F4I096-MED13_ARATH Mediator of RNA polymerase II transcription subunit 13 OS=Arabidopsis thaliana GN=MED13 PE=1 SV=1
TR80984_c0_g2_i2	sp-Q6GNV7-DIRC2_XENLA	sp-Q6GNV7-DIRC2_XENLA Disrupted in renal carcinoma protein 2 homolog OS=Xenopus laevis GN=dirc2 PE=2 SV=1
TR80984_c0_g2_i2	sp-Q6GNV7-DIRC2_XENLA	sp-Q6GNV7-DIRC2_XENLA Disrupted in renal carcinoma protein 2 homolog OS=Xenopus laevis GN=dirc2 PE=2 SV=1
TR80984_c0_g2_i2	sp-Q501I9-DIRC2_XENTR	sp-Q501I9-DIRC2_XENTR Disrupted in renal carcinoma protein 2 homolog OS=Xenopus tropicalis GN=dirc2 PE=2 SV=1
TR80984_c0_g2_i2	sp-Q501I9-DIRC2_XENTR	sp-Q501I9-DIRC2_XENTR Disrupted in renal carcinoma protein 2 homolog OS=Xenopus tropicalis GN=dirc2 PE=2 SV=1
TR80984_c0_g2_i2	sp-Q66H95-DIRC2_RAT	sp-Q66H95-DIRC2_RAT Disrupted in renal carcinoma protein 2 homolog OS=Rattus norvegicus GN=Dirc2 PE=2 SV=1
TR80984_c0_g2_i2	sp-Q66H95-DIRC2_RAT	sp-Q66H95-DIRC2_RAT Disrupted in renal carcinoma protein 2 homolog OS=Rattus norvegicus GN=Dirc2 PE=2 SV=1
TR80984_c0_g2_i2	sp-Q8BFQ6-DIRC2_MOUSE	sp-Q8BFQ6-DIRC2_MOUSE Disrupted in renal carcinoma protein 2 homolog OS=Mus musculus GN=Dirc2 PE=2 SV=1
TR80984_c0_g2_i2	sp-Q8BFQ6-DIRC2_MOUSE	sp-Q8BFQ6-DIRC2_MOUSE Disrupted in renal carcinoma protein 2 homolog OS=Mus musculus GN=Dirc2 PE=2 SV=1
TR80984_c0_g2_i2	sp-Q96SL1-DIRC2_HUMAN	sp-Q96SL1-DIRC2_HUMAN Disrupted in renal carcinoma protein 2 OS=Homo sapiens GN=DIRC2 PE=1 SV=1
TR80984_c0_g2_i2	sp-Q96SL1-DIRC2_HUMAN	sp-Q96SL1-DIRC2_HUMAN Disrupted in renal carcinoma protein 2 OS=Homo sapiens GN=DIRC2 PE=1 SV=1
TR80984_c0_g2_i2	sp-Q80T32-AGRD1_MOUSE	sp-Q80T32-AGRD1_MOUSE Adhesion G-protein coupled receptor D1 OS=Mus musculus GN=Adgrd1 PE=2 SV=2
TR80984_c0_g2_i2	sp-Q6QNK2-AGRD1_HUMAN	sp-Q6QNK2-AGRD1_HUMAN Adhesion G-protein coupled receptor D1 OS=Homo sapiens GN=ADGRD1 PE=1 SV=1
TR80984_c0_g2_i2	sp-A6QLU6-AGRD1_BOVIN	sp-A6QLU6-AGRD1_BOVIN Adhesion G-protein coupled receptor D1 OS=Bos taurus GN=ADGRD1 PE=2 SV=1
TR80984_c0_g2_i2	sp-Q9N1F2-FLVC1_FELCA	sp-Q9N1F2-FLVC1_FELCA Feline leukemia virus subgroup C receptor-related protein 1 OS=Felis catus GN=FLVCR1 PE=1 SV=1
TR80984_c0_g2_i2	sp-Q9N1F2-FLVC1_FELCA	sp-Q9N1F2-FLVC1_FELCA Feline leukemia virus subgroup C receptor-related protein 1 OS=Felis catus GN=FLVCR1 PE=1 SV=1
TR80984_c0_g2_i2	sp-Q6P3R2-MFS7B_XENTR	sp-Q6P3R2-MFS7B_XENTR Major facilitator superfamily domain-containing protein 7-b OS=Xenopus tropicalis GN=mfsd7-B PE=2 SV=1
TR80984_c0_g2_i2	sp-Q6P3R2-MFS7B_XENTR	sp-Q6P3R2-MFS7B_XENTR Major facilitator superfamily domain-containing protein 7-b OS=Xenopus tropicalis GN=mfsd7-B PE=2 SV=1
TR82774_c2_g1_i3	sp-Q91VW5-GOGA4_MOUSE	sp-Q91VW5-GOGA4_MOUSE Golgin subfamily A member 4 OS=Mus musculus GN=Golga4 PE=1 SV=2
TR82774_c2_g1_i3	sp-Q91VW5-GOGA4_MOUSE	sp-Q91VW5-GOGA4_MOUSE Golgin subfamily A member 4 OS=Mus musculus GN=Golga4 PE=1 SV=2
TR82774_c2_g1_i3	sp-Q5U4E6-GOGA4_RAT	sp-Q5U4E6-GOGA4_RAT Golgin subfamily A member 4 OS=Rattus norvegicus GN=Golga4 PE=1 SV=2
TR82774_c2_g1_i3	sp-Q5U4E6-GOGA4_RAT	sp-Q5U4E6-GOGA4_RAT Golgin subfamily A member 4 OS=Rattus norvegicus GN=Golga4 PE=1 SV=2
TR82774_c2_g1_i3	sp-Q13439-GOGA4_HUMAN	sp-Q13439-GOGA4_HUMAN Golgin subfamily A member 4 OS=Homo sapiens GN=GOLGA4 PE=1 SV=1
TR82774_c2_g1_i3	sp-Q13439-GOGA4_HUMAN	sp-Q13439-GOGA4_HUMAN Golgin subfamily A member 4 OS=Homo sapiens GN=GOLGA4 PE=1 SV=1
TR83539_c0_g1_i3	sp-Q27802-DYHC2_TRIGR	sp-Q27802-DYHC2_TRIGR Cytoplasmic dynein 2 heavy chain 1 OS=Tripneustes gratilla GN=DYH1B PE=2 SV=2
TR83539_c0_g1_i3	sp-Q8NCM8-DYHC2_HUMAN	sp-Q8NCM8-DYHC2_HUMAN Cytoplasmic dynein 2 heavy chain 1 OS=Homo sapiens GN=DYNC2H1 PE=1 SV=4
TR83539_c0_g1_i3	sp-Q45VK7-DYHC2_MOUSE	sp-Q45VK7-DYHC2_MOUSE Cytoplasmic dynein 2 heavy chain 1 OS=Mus musculus GN=Dync2h1 PE=1 SV=1
TR83539_c0_g1_i3	sp-Q9JJ79-DYHC2_RAT	sp-Q9JJ79-DYHC2_RAT Cytoplasmic dynein 2 heavy chain 1 OS=Rattus norvegicus GN=Dync2h1 PE=1 SV=1
TR83539_c0_g1_i3	sp-Q9SMH5-DYHC2_CHLRE	sp-Q9SMH5-DYHC2_CHLRE Cytoplasmic dynein 2 heavy chain 1 OS=Chlamydomonas reinhardtii GN=DHC1B PE=1 SV=2
TR83539_c0_g1_i3	sp-Q19542-DYHC2_CAEEL	sp-Q19542-DYHC2_CAEEL Cytoplasmic dynein 2 heavy chain 1 OS=Caenorhabditis elegans GN=che-3 PE=3 SV=2
TR83539_c0_g1_i3	sp-P38650-DYHC1_RAT	sp-P38650-DYHC1_RAT Cytoplasmic dynein 1 heavy chain 1 OS=Rattus norvegicus GN=Dync1h1 PE=1 SV=1
TR83539_c0_g1_i3	sp-Q9JHU4-DYHC1_MOUSE	sp-Q9JHU4-DYHC1_MOUSE Cytoplasmic dynein 1 heavy chain 1 OS=Mus musculus GN=Dync1h1 PE=1 SV=2
TR83539_c0_g1_i3	sp-Q9JHU4-DYHC1_MOUSE	sp-Q9JHU4-DYHC1_MOUSE Cytoplasmic dynein 1 heavy chain 1 OS=Mus musculus GN=Dync1h1 PE=1 SV=2
TR83539_c0_g1_i3	sp-Q14204-DYHC1_HUMAN	sp-Q14204-DYHC1_HUMAN Cytoplasmic dynein 1 heavy chain 1 OS=Homo sapiens GN=DYNC1H1 PE=1 SV=5
TR83539_c0_g1_i3	sp-Q14204-DYHC1_HUMAN	sp-Q14204-DYHC1_HUMAN Cytoplasmic dynein 1 heavy chain 1 OS=Homo sapiens GN=DYNC1H1 PE=1 SV=5
TR83539_c0_g1_i3	sp-P37276-DYHC_DROME	sp-P37276-DYHC_DROME Dynein heavy chain, cytoplasmic OS=Drosophila melanogaster GN=Dhc64C PE=2 SV=2
TR83539_c0_g1_i3	sp-P37276-DYHC_DROME	sp-P37276-DYHC_DROME Dynein heavy chain, cytoplasmic OS=Drosophila melanogaster GN=Dhc64C PE=2 SV=2
TR83554_c8_g1_i6	sp-Q9HD20-AT131_HUMAN	sp-Q9HD20-AT131_HUMAN Manganese-transporting ATPase 13A1 OS=Homo sapiens GN=ATP13A1 PE=1 SV=2
TR83554_c8_g1_i6	sp-Q9EPE9-AT131_MOUSE	sp-Q9EPE9-AT131_MOUSE Manganese-transporting ATPase 13A1 OS=Mus musculus GN=Atp13a1 PE=1 SV=2
TR83554_c8_g1_i6	sp-P90747-AT131_CAEEL	sp-P90747-AT131_CAEEL Probable manganese-transporting ATPase catp-8 OS=Caenorhabditis elegans GN=catp-8 PE=3 SV=3
TR83554_c8_g1_i6	sp-Q9LT02-PDR2_ARATH	sp-Q9LT02-PDR2_ARATH Probable manganese-transporting ATPase PDR2 OS=Arabidopsis thaliana GN=PDR2 PE=1 SV=1
TR83554_c8_g1_i6	sp-O14072-ATC4_SCHPO	sp-O14072-ATC4_SCHPO Manganese-transporting ATPase 4 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=cta4 PE=3 SV=1
TR83554_c8_g1_i6	sp-P39986-ATC6_YEAST	sp-P39986-ATC6_YEAST Manganese-transporting ATPase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SPF1 PE=1 SV=1
TR83554_c8_g1_i6	sp-P39986-ATC6_YEAST	sp-P39986-ATC6_YEAST Manganese-transporting ATPase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SPF1 PE=1 SV=1
TR83554_c8_g1_i6	sp-O74431-ATC9_SCHPO	sp-O74431-ATC9_SCHPO Probable cation-transporting ATPase C1672.11c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=SPCC1672.11c PE=3 SV=1
TR83554_c8_g1_i6	sp-O74431-ATC9_SCHPO	sp-O74431-ATC9_SCHPO Probable cation-transporting ATPase C1672.11c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=SPCC1672.11c PE=3 SV=1
TR83554_c8_g1_i6	sp-Q5XF89-AT133_MOUSE	sp-Q5XF89-AT133_MOUSE Probable cation-transporting ATPase 13A3 OS=Mus musculus GN=Atp13a3 PE=1 SV=1
TR83554_c8_g1_i6	sp-Q5XF89-AT133_MOUSE	sp-Q5XF89-AT133_MOUSE Probable cation-transporting ATPase 13A3 OS=Mus musculus GN=Atp13a3 PE=1 SV=1
TR83554_c8_g1_i6	sp-Q9H7F0-AT133_HUMAN	sp-Q9H7F0-AT133_HUMAN Probable cation-transporting ATPase 13A3 OS=Homo sapiens GN=ATP13A3 PE=1 SV=4
TR83554_c8_g1_i6	sp-Q9H7F0-AT133_HUMAN	sp-Q9H7F0-AT133_HUMAN Probable cation-transporting ATPase 13A3 OS=Homo sapiens GN=ATP13A3 PE=1 SV=4
TR83554_c8_g1_i6	sp-Q5XF90-AT134_MOUSE	sp-Q5XF90-AT134_MOUSE Probable cation-transporting ATPase 13A4 OS=Mus musculus GN=Atp13a4 PE=2 SV=1
TR83554_c8_g1_i6	sp-Q5XF90-AT134_MOUSE	sp-Q5XF90-AT134_MOUSE Probable cation-transporting ATPase 13A4 OS=Mus musculus GN=Atp13a4 PE=2 SV=1
TR85888_c2_g2_i2	sp-Q5RBG4-KAT5_PONAB	sp-Q5RBG4-KAT5_PONAB Histone acetyltransferase KAT5 OS=Pongo abelii GN=KAT5 PE=2 SV=1
TR85888_c2_g2_i2	sp-Q99MK2-KAT5_RAT	sp-Q99MK2-KAT5_RAT Histone acetyltransferase KAT5 OS=Rattus norvegicus GN=Kat5 PE=1 SV=2
TR85888_c2_g2_i2	sp-Q8CHK4-KAT5_MOUSE	sp-Q8CHK4-KAT5_MOUSE Histone acetyltransferase KAT5 OS=Mus musculus GN=Kat5 PE=1 SV=2
TR85888_c2_g2_i2	sp-Q92993-KAT5_HUMAN	sp-Q92993-KAT5_HUMAN Histone acetyltransferase KAT5 OS=Homo sapiens GN=KAT5 PE=1 SV=2
TR85888_c2_g2_i2	sp-Q960X4-TIP60_DROME	sp-Q960X4-TIP60_DROME Histone acetyltransferase Tip60 OS=Drosophila melanogaster GN=Tip60 PE=1 SV=1
TR85888_c2_g2_i2	sp-Q960X4-TIP60_DROME	sp-Q960X4-TIP60_DROME Histone acetyltransferase Tip60 OS=Drosophila melanogaster GN=Tip60 PE=1 SV=1
TR85888_c2_g2_i2	sp-Q9TYU5-TIP60_CAEEL	sp-Q9TYU5-TIP60_CAEEL Histone acetyltransferase Tip60 homolog OS=Caenorhabditis elegans GN=mys-1 PE=2 SV=1
TR85888_c2_g2_i2	sp-A7RP64-PNO1_NEMVE	sp-A7RP64-PNO1_NEMVE RNA-binding protein pno1 OS=Nematostella vectensis GN=pno1 PE=3 SV=1
TR85888_c2_g2_i2	sp-Q75BY2-ESA1_ASHGO	sp-Q75BY2-ESA1_ASHGO Histone acetyltransferase ESA1 OS=Ashbya gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056) GN=ESA1 PE=3 SV=2
TR85888_c2_g2_i2	sp-Q6CKE9-ESA1_KLULA	sp-Q6CKE9-ESA1_KLULA Histone acetyltransferase ESA1 OS=Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) GN=ESA1 PE=3 SV=1
TR85888_c2_g2_i2	sp-Q08649-ESA1_YEAST	sp-Q08649-ESA1_YEAST Histone acetyltransferase ESA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ESA1 PE=1 SV=1
TR86906_c0_g1_i2	sp-P24399-ZN239_MOUSE	sp-P24399-ZN239_MOUSE Zinc finger protein 239 OS=Mus musculus GN=Znf239 PE=2 SV=2
TR86906_c0_g1_i2	sp-P24399-ZN239_MOUSE	sp-P24399-ZN239_MOUSE Zinc finger protein 239 OS=Mus musculus GN=Znf239 PE=2 SV=2
TR86906_c0_g1_i2	sp-Q14590-ZN235_HUMAN	sp-Q14590-ZN235_HUMAN Zinc finger protein 235 OS=Homo sapiens GN=ZNF235 PE=2 SV=3
TR86906_c0_g1_i2	sp-Q14590-ZN235_HUMAN	sp-Q14590-ZN235_HUMAN Zinc finger protein 235 OS=Homo sapiens GN=ZNF235 PE=2 SV=3
TR86906_c0_g1_i2	sp-Q14590-ZN235_HUMAN	sp-Q14590-ZN235_HUMAN Zinc finger protein 235 OS=Homo sapiens GN=ZNF235 PE=2 SV=3
TR86906_c0_g1_i2	sp-Q14590-ZN235_HUMAN	sp-Q14590-ZN235_HUMAN Zinc finger protein 235 OS=Homo sapiens GN=ZNF235 PE=2 SV=3
TR86906_c0_g1_i2	sp-Q14590-ZN235_HUMAN	sp-Q14590-ZN235_HUMAN Zinc finger protein 235 OS=Homo sapiens GN=ZNF235 PE=2 SV=3
TR86906_c0_g1_i2	sp-Q14590-ZN235_HUMAN	sp-Q14590-ZN235_HUMAN Zinc finger protein 235 OS=Homo sapiens GN=ZNF235 PE=2 SV=3
TR86906_c0_g1_i2	sp-Q14590-ZN235_HUMAN	sp-Q14590-ZN235_HUMAN Zinc finger protein 235 OS=Homo sapiens GN=ZNF235 PE=2 SV=3
TR86906_c0_g1_i2	sp-Q14590-ZN235_HUMAN	sp-Q14590-ZN235_HUMAN Zinc finger protein 235 OS=Homo sapiens GN=ZNF235 PE=2 SV=3
TR86906_c0_g1_i2	sp-Q96K75-ZN514_HUMAN	sp-Q96K75-ZN514_HUMAN Zinc finger protein 514 OS=Homo sapiens GN=ZNF514 PE=2 SV=1
TR86906_c0_g1_i2	sp-Q96K75-ZN514_HUMAN	sp-Q96K75-ZN514_HUMAN Zinc finger protein 514 OS=Homo sapiens GN=ZNF514 PE=2 SV=1
TR86906_c0_g1_i2	sp-B4DU55-ZN879_HUMAN	sp-B4DU55-ZN879_HUMAN Zinc finger protein 879 OS=Homo sapiens GN=ZNF879 PE=2 SV=2
TR86906_c0_g1_i2	sp-B4DU55-ZN879_HUMAN	sp-B4DU55-ZN879_HUMAN Zinc finger protein 879 OS=Homo sapiens GN=ZNF879 PE=2 SV=2
TR86906_c0_g1_i2	sp-B4DU55-ZN879_HUMAN	sp-B4DU55-ZN879_HUMAN Zinc finger protein 879 OS=Homo sapiens GN=ZNF879 PE=2 SV=2
TR86906_c0_g1_i2	sp-B4DU55-ZN879_HUMAN	sp-B4DU55-ZN879_HUMAN Zinc finger protein 879 OS=Homo sapiens GN=ZNF879 PE=2 SV=2
TR86906_c0_g1_i2	sp-Q6ZN57-ZFP2_HUMAN	sp-Q6ZN57-ZFP2_HUMAN Zinc finger protein 2 homolog OS=Homo sapiens GN=ZFP2 PE=1 SV=1
TR86906_c0_g1_i2	sp-Q6ZN57-ZFP2_HUMAN	sp-Q6ZN57-ZFP2_HUMAN Zinc finger protein 2 homolog OS=Homo sapiens GN=ZFP2 PE=1 SV=1
TR86906_c0_g1_i2	sp-Q6ZN57-ZFP2_HUMAN	sp-Q6ZN57-ZFP2_HUMAN Zinc finger protein 2 homolog OS=Homo sapiens GN=ZFP2 PE=1 SV=1
TR86906_c0_g1_i2	sp-Q6ZN57-ZFP2_HUMAN	sp-Q6ZN57-ZFP2_HUMAN Zinc finger protein 2 homolog OS=Homo sapiens GN=ZFP2 PE=1 SV=1
TR86906_c0_g1_i2	sp-Q6ZN57-ZFP2_HUMAN	sp-Q6ZN57-ZFP2_HUMAN Zinc finger protein 2 homolog OS=Homo sapiens GN=ZFP2 PE=1 SV=1
TR86906_c0_g1_i2	sp-Q9UL59-ZN214_HUMAN	sp-Q9UL59-ZN214_HUMAN Zinc finger protein 214 OS=Homo sapiens GN=ZNF214 PE=2 SV=2
TR86906_c0_g1_i2	sp-Q9UL59-ZN214_HUMAN	sp-Q9UL59-ZN214_HUMAN Zinc finger protein 214 OS=Homo sapiens GN=ZNF214 PE=2 SV=2
TR86906_c0_g1_i2	sp-Q9UL59-ZN214_HUMAN	sp-Q9UL59-ZN214_HUMAN Zinc finger protein 214 OS=Homo sapiens GN=ZNF214 PE=2 SV=2
TR86906_c0_g1_i2	sp-Q9UL59-ZN214_HUMAN	sp-Q9UL59-ZN214_HUMAN Zinc finger protein 214 OS=Homo sapiens GN=ZNF214 PE=2 SV=2
TR86906_c0_g1_i2	sp-Q9UL59-ZN214_HUMAN	sp-Q9UL59-ZN214_HUMAN Zinc finger protein 214 OS=Homo sapiens GN=ZNF214 PE=2 SV=2
TR86906_c0_g1_i2	sp-Q9UL59-ZN214_HUMAN	sp-Q9UL59-ZN214_HUMAN Zinc finger protein 214 OS=Homo sapiens GN=ZNF214 PE=2 SV=2
TR86906_c0_g1_i2	sp-Q9UL59-ZN214_HUMAN	sp-Q9UL59-ZN214_HUMAN Zinc finger protein 214 OS=Homo sapiens GN=ZNF214 PE=2 SV=2
TR86906_c0_g1_i2	sp-Q9UL59-ZN214_HUMAN	sp-Q9UL59-ZN214_HUMAN Zinc finger protein 214 OS=Homo sapiens GN=ZNF214 PE=2 SV=2
TR86906_c0_g1_i2	sp-Q16600-ZN239_HUMAN	sp-Q16600-ZN239_HUMAN Zinc finger protein 239 OS=Homo sapiens GN=ZNF239 PE=1 SV=3
TR86906_c0_g1_i2	sp-Q16600-ZN239_HUMAN	sp-Q16600-ZN239_HUMAN Zinc finger protein 239 OS=Homo sapiens GN=ZNF239 PE=1 SV=3
TR86906_c0_g1_i2	sp-Q61116-ZN235_MOUSE	sp-Q61116-ZN235_MOUSE Zinc finger protein 235 OS=Mus musculus GN=Znf235 PE=2 SV=1
TR86906_c0_g1_i2	sp-Q61116-ZN235_MOUSE	sp-Q61116-ZN235_MOUSE Zinc finger protein 235 OS=Mus musculus GN=Znf235 PE=2 SV=1
TR86906_c0_g1_i2	sp-Q61116-ZN235_MOUSE	sp-Q61116-ZN235_MOUSE Zinc finger protein 235 OS=Mus musculus GN=Znf235 PE=2 SV=1
TR86906_c0_g1_i2	sp-Q61116-ZN235_MOUSE	sp-Q61116-ZN235_MOUSE Zinc finger protein 235 OS=Mus musculus GN=Znf235 PE=2 SV=1
TR86906_c0_g1_i2	sp-Q61116-ZN235_MOUSE	sp-Q61116-ZN235_MOUSE Zinc finger protein 235 OS=Mus musculus GN=Znf235 PE=2 SV=1
TR86906_c0_g1_i2	sp-P08043-ZFP2_MOUSE	sp-P08043-ZFP2_MOUSE Zinc finger protein 2 OS=Mus musculus GN=Zfp2 PE=2 SV=2
TR86906_c0_g1_i2	sp-P08043-ZFP2_MOUSE	sp-P08043-ZFP2_MOUSE Zinc finger protein 2 OS=Mus musculus GN=Zfp2 PE=2 SV=2
TR86906_c0_g1_i2	sp-P08043-ZFP2_MOUSE	sp-P08043-ZFP2_MOUSE Zinc finger protein 2 OS=Mus musculus GN=Zfp2 PE=2 SV=2
TR86906_c0_g1_i2	sp-P08043-ZFP2_MOUSE	sp-P08043-ZFP2_MOUSE Zinc finger protein 2 OS=Mus musculus GN=Zfp2 PE=2 SV=2
TR86906_c0_g1_i2	sp-P10075-GLI4_HUMAN	sp-P10075-GLI4_HUMAN Zinc finger protein GLI4 OS=Homo sapiens GN=GLI4 PE=1 SV=2
TR86906_c0_g1_i2	sp-P10075-GLI4_HUMAN	sp-P10075-GLI4_HUMAN Zinc finger protein GLI4 OS=Homo sapiens GN=GLI4 PE=1 SV=2
TR86906_c0_g1_i2	sp-P10075-GLI4_HUMAN	sp-P10075-GLI4_HUMAN Zinc finger protein GLI4 OS=Homo sapiens GN=GLI4 PE=1 SV=2
TR88334_c0_g1_i3	sp-Q86TI0-TBCD1_HUMAN	sp-Q86TI0-TBCD1_HUMAN TBC1 domain family member 1 OS=Homo sapiens GN=TBC1D1 PE=1 SV=2
TR88334_c0_g1_i3	sp-O97790-TBCD1_BOVIN	sp-O97790-TBCD1_BOVIN TBC1 domain family member 1 OS=Bos taurus GN=TBC1D1 PE=2 SV=2
TR88334_c0_g1_i3	sp-Q60949-TBCD1_MOUSE	sp-Q60949-TBCD1_MOUSE TBC1 domain family member 1 OS=Mus musculus GN=Tbc1d1 PE=1 SV=3
TR88334_c0_g1_i3	sp-Q60949-TBCD1_MOUSE	sp-Q60949-TBCD1_MOUSE TBC1 domain family member 1 OS=Mus musculus GN=Tbc1d1 PE=1 SV=3
TR88334_c0_g1_i3	sp-O60343-TBCD4_HUMAN	sp-O60343-TBCD4_HUMAN TBC1 domain family member 4 OS=Homo sapiens GN=TBC1D4 PE=1 SV=2
TR88334_c0_g1_i3	sp-O60343-TBCD4_HUMAN	sp-O60343-TBCD4_HUMAN TBC1 domain family member 4 OS=Homo sapiens GN=TBC1D4 PE=1 SV=2
TR88334_c0_g1_i3	sp-Q8BYJ6-TBCD4_MOUSE	sp-Q8BYJ6-TBCD4_MOUSE TBC1 domain family member 4 OS=Mus musculus GN=Tbc1d4 PE=1 SV=2
TR88334_c0_g1_i3	sp-Q8BYJ6-TBCD4_MOUSE	sp-Q8BYJ6-TBCD4_MOUSE TBC1 domain family member 4 OS=Mus musculus GN=Tbc1d4 PE=1 SV=2
TR88334_c0_g1_i3	sp-A2AWA9-RBGP1_MOUSE	sp-A2AWA9-RBGP1_MOUSE Rab GTPase-activating protein 1 OS=Mus musculus GN=Rabgap1 PE=1 SV=1
TR88334_c0_g1_i3	sp-Q5RAN1-RBGP1_PONAB	sp-Q5RAN1-RBGP1_PONAB Rab GTPase-activating protein 1 OS=Pongo abelii GN=RABGAP1 PE=2 SV=1
TR88334_c0_g1_i3	sp-Q9Y3P9-RBGP1_HUMAN	sp-Q9Y3P9-RBGP1_HUMAN Rab GTPase-activating protein 1 OS=Homo sapiens GN=RABGAP1 PE=1 SV=3
TR88334_c0_g1_i3	sp-Q5ZJ17-RBG1L_CHICK	sp-Q5ZJ17-RBG1L_CHICK Rab GTPase-activating protein 1-like OS=Gallus gallus GN=RABGAP1L PE=2 SV=1
TR88334_c0_g1_i3	sp-A6H6A9-RBG1L_MOUSE	sp-A6H6A9-RBG1L_MOUSE Rab GTPase-activating protein 1-like OS=Mus musculus GN=Rabgap1l PE=1 SV=1
TR88825_c5_g2_i3	sp-Q63342-M2GD_RAT	sp-Q63342-M2GD_RAT Dimethylglycine dehydrogenase, mitochondrial OS=Rattus norvegicus GN=Dmgdh PE=1 SV=1
TR88825_c5_g2_i3	sp-Q63342-M2GD_RAT	sp-Q63342-M2GD_RAT Dimethylglycine dehydrogenase, mitochondrial OS=Rattus norvegicus GN=Dmgdh PE=1 SV=1
TR88825_c5_g2_i3	sp-Q9DBT9-M2GD_MOUSE	sp-Q9DBT9-M2GD_MOUSE Dimethylglycine dehydrogenase, mitochondrial OS=Mus musculus GN=Dmgdh PE=1 SV=1
TR88825_c5_g2_i3	sp-Q9DBT9-M2GD_MOUSE	sp-Q9DBT9-M2GD_MOUSE Dimethylglycine dehydrogenase, mitochondrial OS=Mus musculus GN=Dmgdh PE=1 SV=1
TR88825_c5_g2_i3	sp-Q9UI17-M2GD_HUMAN	sp-Q9UI17-M2GD_HUMAN Dimethylglycine dehydrogenase, mitochondrial OS=Homo sapiens GN=DMGDH PE=1 SV=2
TR88825_c5_g2_i3	sp-Q9UI17-M2GD_HUMAN	sp-Q9UI17-M2GD_HUMAN Dimethylglycine dehydrogenase, mitochondrial OS=Homo sapiens GN=DMGDH PE=1 SV=2
TR88825_c5_g2_i3	sp-Q9UL12-SARDH_HUMAN	sp-Q9UL12-SARDH_HUMAN Sarcosine dehydrogenase, mitochondrial OS=Homo sapiens GN=SARDH PE=1 SV=1
TR88825_c5_g2_i3	sp-Q64380-SARDH_RAT	sp-Q64380-SARDH_RAT Sarcosine dehydrogenase, mitochondrial OS=Rattus norvegicus GN=Sardh PE=1 SV=2
TR88825_c5_g2_i3	sp-Q99LB7-SARDH_MOUSE	sp-Q99LB7-SARDH_MOUSE Sarcosine dehydrogenase, mitochondrial OS=Mus musculus GN=Sardh PE=1 SV=1
TR88825_c5_g2_i3	sp-O46504-PDPR_BOVIN	sp-O46504-PDPR_BOVIN Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial OS=Bos taurus GN=PDPR PE=1 SV=1
TR88825_c5_g2_i3	sp-O46504-PDPR_BOVIN	sp-O46504-PDPR_BOVIN Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial OS=Bos taurus GN=PDPR PE=1 SV=1
TR88825_c5_g2_i3	sp-Q7TSQ8-PDPR_MOUSE	sp-Q7TSQ8-PDPR_MOUSE Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial OS=Mus musculus GN=Pdpr PE=1 SV=1
TR88825_c5_g2_i3	sp-Q7TSQ8-PDPR_MOUSE	sp-Q7TSQ8-PDPR_MOUSE Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial OS=Mus musculus GN=Pdpr PE=1 SV=1
